,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
3014,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,36.0,5,,,,,White,,,,,2,Female,0,2015,6.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",16-1686740,1787,30,MT,Montana,60000.0,167,2667.0,1996.0,6.019999980926514,6144.0,,93.61000061035156
3015,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,105.0,5,,,,,White,,,,,2,Female,0,2015,2.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,63.0,Missoula County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,33540.0,Missoula - MT,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,35825,30,MT,Montana,69800.0,109,3638.0,3083.0,8.310000419616701,10739.0,,107.05999755859376
3016,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,3,"Information not provided by applicant in mail, Internet, or telephone application",135.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2015,3.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,263,30,MT,Montana,60000.0,113,3074.0,1142.0,6.610000133514403,4369.0,,93.08000183105469
3017,5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,110.0,5,,,,,White,,,,,1,Male,0,2015,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,89.0,Sanders County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,43-1965151,50738,30,MT,Montana,60000.0,67,3064.0,2039.0,4.389999866485597,5988.0,,70.23999786376953
3018,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,104.0,5,,,,,White,,,,,1,Male,0,2015,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,97,30,MT,Montana,60000.0,267,3319.0,2568.0,5.920000076293945,9162.0,,126.70999908447266
3019,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,7.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",43-1965151,14420,30,MT,Montana,66800.0,181,1340.0,1293.0,8.920000076293945,3744.0,,137.1300048828125
3020,1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",67.0,5,,,,,White,,,,,1,Male,0,2015,2.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),43-1965151,8951,30,MT,Montana,60000.0,261,2780.0,2331.0,5.25,6666.0,,108.87999725341795
3021,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,49.0,5,,,,,White,,,,,2,Female,0,2015,16.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,268,30,MT,Montana,60000.0,195,1559.0,445.0,5.739999771118164,2195.0,,119.61000061035156
3022,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,43.0,5,,,,,White,,,,,1,Male,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,43-1965151,60647,30,MT,Montana,60000.0,140,2547.0,1738.0,6.550000190734862,5790.0,,73.93000030517578
3023,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,68.0,5,,,,,White,,,,,1,Male,0,2015,13.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,101,30,MT,Montana,60000.0,207,1913.0,1240.0,5.670000076293945,3228.0,,141.72000122070312
3024,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,74.0,5,,,,,White,,,,,1,Male,0,2015,13.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,43-1965151,14497,30,MT,Montana,60000.0,242,1913.0,1240.0,5.670000076293945,3228.0,,141.72000122070312
3025,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2015,17.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,3.0,,,Credit history,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,0000451965,252638,30,MT,Montana,60000.0,173,3747.0,2340.0,4.300000190734863,8115.0,,95.91000366210938
3026,5,File closed for incompleteness,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,2,Female,0,2015,18.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,269,30,MT,Montana,66800.0,200,1898.0,1646.0,6.21999979019165,5952.0,,137.63999938964844
3027,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,0,2015,2.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,7.0,Broadwater County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000016191,1368,30,MT,Montana,60000.0,277,1281.0,869.0,4.869999885559082,3535.0,,87.55999755859375
3028,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,40.0,5,,,,,White,,,,,2,Female,0,2015,9.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,108,30,MT,Montana,66800.0,133,1186.0,948.0,15.920000076293945,3241.0,,87.04000091552734
3029,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,63.0,5,,,,,White,,,,,1,Male,0,2015,2.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",16-1686740,2320,30,MT,Montana,60000.0,214,1492.0,1084.0,6.9000000953674325,4261.0,,93.87000274658205
3030,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,2,Female,0,2015,5.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",86-0860478,21199,30,MT,Montana,60000.0,186,2797.0,1818.0,5.809999942779541,5561.0,,86.45999908447266
3031,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,83.0,5,,,,,White,,,,,1,Male,0,2015,1.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,273,30,MT,Montana,60000.0,248,2755.0,1746.0,7.639999866485597,7355.0,,95.87999725341795
3032,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,42.0,5,,,,,White,,,,,2,Female,0,2015,7.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),33-0941669,1847,30,MT,Montana,60000.0,163,2547.0,1738.0,6.550000190734862,5790.0,,73.93000030517578
3033,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,13.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,116,30,MT,Montana,66800.0,182,2216.0,2149.0,7.0999999046325675,6124.0,,133.3800048828125
3034,3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,91.0,5,,,,,White,,,,,1,Male,0,2015,5.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000001281,2252,30,MT,Montana,60000.0,172,3083.0,1811.0,6.829999923706055,8858.0,,114.26000213623048
3035,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,0,2015,7.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),43-1965151,9258,30,MT,Montana,66800.0,140,2653.0,2057.0,10.760000228881836,7400.0,,91.69000244140624
3036,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,3,"Information not provided by applicant in mail, Internet, or telephone application",24.0,5,,,,,White,,,,,2,Female,0,2015,4.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67.0,Park County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,276,30,MT,Montana,60000.0,120,2637.0,1664.0,4.1599998474121085,5048.0,,96.6500015258789
3037,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",124.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,7.06,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,111.0,Yellowstone County,2.0,,,Employment history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,372604,30,MT,Montana,66800.0,147,1545.0,994.0,15.4399995803833,4178.0,,61.72000122070313
3038,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,108.0,5,,,,,White,,,,,2,Female,0,2015,12.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,120,30,MT,Montana,66800.0,136,1046.0,813.0,10.4399995803833,2778.0,,90.7699966430664
3039,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,0,2015,1.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Madison County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000001281,2254,30,MT,Montana,60000.0,1435,2499.0,986.0,4.860000133514403,3108.0,,102.23999786376952
3040,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,81.0,5,,,,,White,,,,,2,Female,0,2015,2.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000030788,2335,30,MT,Montana,60000.0,291,3319.0,2568.0,5.920000076293945,9162.0,,126.70999908447266
3041,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,128.0,5,,,,,White,,,,,2,Female,0,2015,10.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,49.0,Lewis and Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,283,30,MT,Montana,60000.0,79,2039.0,1340.0,5.630000114440918,3964.0,,139.47999572753906
3042,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,58.0,5,,,,,White,,,,,1,Male,0,2015,602.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,71.0,Phillips County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000504713,249773,30,MT,Montana,60000.0,81,2320.0,1377.0,13.829999923706055,4253.0,,102.4000015258789
3043,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,102.0,5,,,,,White,,,,,1,Male,0,2015,2.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,132,30,MT,Montana,60000.0,185,1602.0,1040.0,6.380000114440918,3529.0,,94.4499969482422
3044,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,57.0,5,,,,,White,,,,,1,Male,0,2015,5.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,93.0,Silver Bow County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000613156,12,30,MT,Montana,60000.0,228,1841.0,1541.0,4.739999771118164,4538.0,,96.26000213623048
3045,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,55.0,5,,,,,White,,,,,1,Male,0,2015,13.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,63.0,Missoula County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),43-1965151,9885,30,MT,Montana,69800.0,215,2188.0,1896.0,6.71999979019165,6738.0,,126.0199966430664
3046,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,51.0,5,,,,,White,,,,,1,Male,0,2015,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,284,30,MT,Montana,60000.0,202,3319.0,2568.0,5.920000076293945,9162.0,,126.70999908447266
3047,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,78.0,5,,,,,White,,,,,1,Male,0,2015,7.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,755915,30,MT,Montana,60000.0,259,1397.0,585.0,6.809999942779541,3274.0,,77.91999816894531
3048,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,0,2015,14.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,63.0,Missoula County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,133,30,MT,Montana,69800.0,154,2833.0,2029.0,6.460000038146973,6750.0,,95.77999877929688
3049,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,5.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,31.0,Gallatin County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000613156,14,30,MT,Montana,60000.0,1028,3083.0,1811.0,6.829999923706055,8858.0,,114.26000213623048
3050,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,1,Male,0,2015,404.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,41.0,Hill County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,43-1965151,9933,30,MT,Montana,60000.0,104,1632.0,1111.0,17.65999984741211,4480.0,,116.31999969482422
3051,5,File closed for incompleteness,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,2,Female,0,2015,6.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81.0,Ravalli County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,287,30,MT,Montana,60000.0,181,2667.0,1996.0,6.019999980926514,6144.0,,93.61000061035156
3052,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,263.0,5,,,,,White,,,,,2,Female,0,2015,1.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000030788,2358,30,MT,Montana,60000.0,620,2011.0,1615.0,4.71999979019165,4703.0,,142.1999969482422
3053,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,480.0,5,,,,,White,,,,,1,Male,0,2015,5.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,137,30,MT,Montana,60000.0,1000,2086.0,1685.0,3.0,4908.0,,160.77000427246094
3054,1,Loan originated,2,FRS,Federal Reserve System,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,0,2015,5.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,53.0,Lincoln County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000613156,19,30,MT,Montana,60000.0,66,2212.0,1438.0,5.789999961853027,3576.0,,80.61000061035156
3055,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,87.0,5,,,,,White,,,,,2,Female,0,2015,9403.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,47.0,Lake County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,43-1965151,11224,30,MT,Montana,60000.0,220,2922.0,1274.0,26.20000076293945,4913.0,,66.51999664306639
3056,5,File closed for incompleteness,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,57.0,5,,,,,White,,,,,1,Male,0,2015,2.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,89.0,Sanders County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,292,30,MT,Montana,60000.0,70,3064.0,2039.0,4.389999866485597,5988.0,,70.23999786376953
